1,,"Edificio de un nivel ubicado en la calle Tulio Maruzzo, Morales Izabal, sede de la 73av. Cia, SegÃºn licitacion 01-2008",,,1,1,"73-12,1-00",,1,,1549000,Habilitado
2,,Archivo Metalico de 4 gavetas,,,1,1,"73-1221,1-02",,1,Negro,200,Habilitado
3,,Archivo Metalico de 4 gavetas,,,1,1,"73-1221,1-26",,1,Negro mate,200,Habilitado
4,,Estanteria de metal 4 Entrepanos,,,1,1,"73-1221,1-06",,1,Azul,500,Habilitado
5,,Estanteria 2 divisiones de vidrio (vitrina),,,1,1,"73-1221,1-06",,1,,300,Habilitado
6,7HCKP330716,Telefono,,,2,1,"73-1221,1-11",KX-TS105LXW,1,,250,Habilitado
7,,Locker,,,1,1,"73-1221,9-41",,1,Gris,85,Habilitado
8,,Amueblado de sala estampado (2 sillones grandes y 2 dos pequenos),,,1,1,"73-1221,9-47",,1,,2200,Habilitado
9,604RMB8042743,Televisor,,,3,1,"73-1221,9-43",RP-20CB25A,1,,1300,Habilitado
10,,Televisor,,,4,1,"73-1221,9-43",TV2121,1,,1000,Habilitado
11,10100230WM,Microhondas,,,5,1,"73-1221,9-44",MM720CKL,1,,650,Habilitado
12,,Pizarrones de formica ,,,1,1,"73-1221,2-46",,1,,450,Habilitado
13,,Dispensador Tipo Oasis (deterioro por uso),,,6,1,"73-1221,9-42",,1,Beige,1200,Habilitado
14,,Camas semi matrimonial,,,1,1,"73-1221,9-40",,1,,1000,Habilitado
15,,Camara 10 mega pixeles,,,7,1,,,1,,,Habilitado
16,,Camara de Video con cargador semi personal,,,8,1,,,1,,,Habilitado
17,,Modular de 7 entrepanos de madera ,,,1,1,,,1,Rojo,,Habilitado
18,,Cama Matrimonial,,,1,1,,,1,,1000,Habilitado
19,,Radio con microfono incluido unidad 918,,,9,1,"73-122,8-81",18410,1,,800,Habilitado
20,41200840,Radio con microfono incluido (Radiocabina),,,9,1,"73-122,8-81",18410,1,,800,Habilitado
21,50100054,Fuente de poder (Radiocabina),,,10,1,"73-122,8-113",KPS-10A,1,,700,Habilitado
22,J.10073186,Amplificador de sirena unidad 918,,,11,1,"73-122,8-114",3930,1,,1000,Habilitado
23,,Amplificador de sirena con microfono incluido unidad 925,,,12,1,"73-122,8-114",2JB-10014,1,,1000,Habilitado
24,,Modulo de sirena con microfono incluido unidad 637,,,13,1,"73-122,9-324",TSK-502,1,,2000,Habilitado
25,,Modulo de sirena,,,1,1,"73-122,9-324",C/V-100 CD,1,,2000,Habilitado
26,6786,Hidraulico conbinado,,,14,1,,,1,,,Habilitado
27,4303015,Quijada de la vida 2007 A0,,,14,1,,,1,,,Habilitado
28,,Unidad de poder hidraulico portatil (Motor Compresor),,,14,1,,,1,,,Habilitado
29,,Barras Hidraulicas,,,14,1,,,1,,,Habilitado
30,,Mangueras de extencion hidraulicas,,,14,1,,,1,,,Habilitado
31,,Soporte de Hierro,,,1,1,,,1,,,Habilitado
32,,Barra de Hacero Hechiza de Pico y Una,,,1,1,,,1,,,Habilitado
33,,Cortadoras de Mano con sierra para metal,,,1,1,,,1,,,Habilitado
34,,Arnes de tension ,,,1,1,,,1,,,Habilitado
35,,Burros de Poliestireno Industrial,,,1,1,,,1,,,Habilitado
36,,Llaves de union de 2 1/2,,,1,1,"73-1223,7-164",,1,,150,Habilitado
37,,Llave de acople 2 1/2,,,1,1,"73-1223,7-164",,1,,150,Habilitado
38,,Adaptador NHST unidad 485,,,1,1,"73-1223,7-156",,1,,100,Habilitado
39,,Adaptador de 1 1/2 doble hembra,,,1,1,"73-1223,7-156",,1,,250,Habilitado
40,,Adaptador de 1 1/2 doble macho,,,1,1,"73-1223,7-156",,1,,250,Habilitado
41,,Adaptador hembra a macho de 2 1/2,,,1,1,"73-1223,7-156",,1,,300,Habilitado
42,,Adaptador hembra a macho de 1 1/2,,,1,1,"73-1223,7-156",,1,,225,Habilitado
43,,Adaptador hembra a macho con llave de control,,,1,1,"73-1223,7-156",,1,,350,Habilitado
44,,Adaptador doble hembra de 2 1/2,,,1,1,"73-1223,7-156",,1,,200,Habilitado
45,,Hacha plana unidad 485,,,1,1,"73-1223,7-150",,1,,95,Habilitado
46,,Hacha personal de pico y filo,,,1,1,"73-1223,7-150",,1,,60,Habilitado
47,,Tubo galvanizado punta de acero (chuzo de acero) unidad 637,,,1,1,"73-1223,7-163",,1,,125,Habilitado
48,,Barreta corta unidad 637,,,1,1,"73-1223,7-163",,1,,65,Habilitado
49,,Barreta de acero unidad 637,,,1,1,"73-1223,7-163",,1,,125,Habilitado
50,,Barreta de hierro de construccion unidad 637,,,1,1,"73-1223,7-163",,1,,75,Habilitado
51,,Llaves de chucho ,,,1,1,"73-1223,7-158",,1,,100,Habilitado
52,,Garfio de madera unidad 485,,,1,1,"73-1223,7-152",,1,,125,Habilitado
53,,tricket de 3 toneladas se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-157",,1,,300,Habilitado
54,,tricket de 1 tonelada se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-157",,1,,300,Habilitado
55,,tricket con palanca unidad 925,,,1,1,"73-1223,7-157",,1,,100,Habilitado
56,,Martillo de bola,,,1,1,"73-1223,7-168",,1,,55,Habilitado
57,,Martillo de una ,,,1,1,"73-1223,7-168",,1,,55,Habilitado
58,,Siamesa de 2 1/2,,,1,1,"73-1223,7-204",,1,,400,Habilitado
59,,Llave Kellitul (Dananda por uso),,,1,1,"73-1223,7-216",,1,,100,Habilitado
60,,Cadena de Remolque unidad 637,,,1,1,"73-1223,7-190",,1,,75,Habilitado
61,,cadena de tension para quijada de la vida unidad 637,,,1,1,"73-1223,7-286",,1,,100,Habilitado
62,,Segueta unidad 544,,,1,1,"73-1223,7-231",,1,,30,Habilitado
63,,Punzon,,,1,1,"73-1223,7-239",,1,,45,Habilitado
64,,Piocha unidad 637,,,1,1,"73-1223,7-165",,1,,50,Habilitado
65,,Piocha ,,,1,1,"73-1223,7-165",,1,,50,Habilitado
66,,Almaga de 8lbs unidad 485,,,1,1,"73-1223,7-164",,1,,150,Habilitado
67,,Ribes para golpe tipo almagana unidad 637 (Dar de baja por estar en mal estado),,,1,1,"73-1223,7-164",,1,,75,Habilitado
68,,"Coirta frio de 30"" ",,,1,1,"73-1223,7-159",,1,,400,Habilitado
69,,Ferula de metal para miembros inferiores unidad 918,,,1,1,"73-122,9-259",,1,,150,Habilitado
70,13666,Barra Rotativa unidad 637,,,15,1,"73-122,9-273",,1,,700,Habilitado
71,314-996-2800,Barra Rotativa,,,1,1,"73-122,9-273",,1,,700,Habilitado
72,,Burbuja Rotativa,,,1,1,"73-122,9-309",,1,,200,Habilitado
73,,Camilla de lona color verde,,,1,1,"73-122,9-252",,1,,1500,Habilitado
74,,Camilla de aluminio fija unidad 925,,,1,1,"73-122,9-252",,1,,2000,Habilitado
75,,Camilla pegable de aluminio unidad 925 (dar de baja por deterioro por uso),,,1,1,"73-122,9-257",,1,,1200,Habilitado
76,,Juego de luces unidad 978,,,1,1,"73-122,9-309",,1,,550,Habilitado
77,,Juego de luces LTD 0536 unidad 925,,,1,1,"73-122,9-309",,1,,550,Habilitado
78,,Juegp de luces 40T unidad 918,,,1,1,"73-122,9-309",Scalivur D0410,1,,550,Habilitado
79,,Camilla de elevacion con rodos unidad 371,,,1,1,"73-122,9-266",,1,,5600,Habilitado
80,,Camilla de elevacion con rodos unidad 918,,,1,1,"73-122,9-266",,1,,5600,Habilitado
81,,Casco,,,1,1,"73-122,9-260",,1,Negro,777,Habilitado
82,,Caja con 3 maniquis RCP,,,1,1,"73-122,9-315",,1,,2000,Habilitado
83,,Ferula de aluminio para miembro inferior unidad 371,,,1,1,"73-122,9-361",,1,,200,Habilitado
84,,Fijador de cabeza con sus respectivas cinchas,,,1,1,"73-122,9-390",,1,,175,Habilitado
85,,Fijador de cabeza con sus respectivas cinchas color naranja unidad 918,,,1,1,"73-122,9-390",,1,,175,Habilitado
86,,Cilindro de Oxigeno DOT 3AA2015,,,1,1,"73-122,9-267",,1,,500,Habilitado
87,TC3AAM154,Cilindro de Oxigeno unidad 918,,,1,1,"73-122,9-267",,1,,500,Habilitado
88,89857,Cilindro de Oxigeno 110 (dar de baja por estar descontinuado),,,16,1,"73-122,9-267",,1,,500,Habilitado
89,,Cilindro de Oxigeno portatil DOT3AA2015 unidad 371,,,1,1,"73-122,9-267",,1,,300,Habilitado
90,,Cilindro de Oxigeno portatil 2-3AL2015 AS1116032 unidad 925,,,1,1,"73-122,9-267",,1,,300,Habilitado
91,,Periguela de metal ,,,1,1,"73-122,9-258",,1,,500,Habilitado
92,,Chalecos Salvavidas,,,1,1,"73-122,9-367",,1,,100,Habilitado
93,,Cilindros de autocontenido,,,1,1,"73-122,9-516",,1,,1000,Habilitado
94,,Manometro lot. 61G-970191 unidad 925,,,1,1,"73-122,9-319",230M-154,1,,250,Habilitado
95,,Mangueras de 1 1/2 de 50 pies ,,,1,1,"73-122,9-507",,1,,1000,Habilitado
96,,Mangueras de 1 1/2 por 75,,,1,1,"73-122,9-507",,1,,2000,Habilitado
97,,Manguera de 2 1/2 por 50 pies,,,1,1,"73-122,9-507",,1,,1500,Habilitado
98,,Protector de manguera (esquineros) de 2 1/2,,,1,1,"73-122,9-515",,1,,500,Habilitado
99,,Pascon,,,1,1,"73-122,9-525",,1,,150,Habilitado
100,,Patalones,,,1,1,"73-122,9-531",,1,,500,Habilitado
101,,Casacas,,,1,1,"73-122,9-524",,1,,500,Habilitado
102,,Pares de Botas contra incendio,,,1,1,"73-122,9-530",,1,,1250,Habilitado
103,,Cuerda Dinamica,,,1,1,"73-122,9-368",,1,,150,Habilitado
104,,Mangueras de succion unidad 637,,,1,1,"73-122,9-536",,1,,2000,Habilitado
105,,Ferula Kendrix unidad 918,,,1,1,"73-122,9-544",,1,,500,Habilitado
106,,Ferula Kendrix unidad 637,,,1,1,"73-122,9-544",,1,,500,Habilitado
107,,Ferula de aluminio,,,1,1,"73-122,9-544",,1,,1800,Habilitado
108,,Escalera de extension de aluminio unidad 637,,,1,1,"73-122,9-541",,1,,1000,Habilitado
109,31544,Extintor de bioxido de carbono,,,1,1,"73-122,9-522",F2W,1,,850,Habilitado
110,,Extintor de 20 lbs unidad 637,,,1,1,"73-122,9-522",,1,,650,Habilitado
111,,Extintor de 20 lbs tree class,,,1,1,"73-122,9-350",,1,,350,Habilitado
112,,Extintor de 10 lbs tree class,,,1,1,"73-122,9-350",,1,,225,Habilitado
113,,Extintor de 15 lbs tree Class,,,1,1,"73-122,9-350",,1,,425,Habilitado
114,,Extintor grande 20 lbs tree class unidad 371,,,1,1,"73-122,9-521",,1,,500,Habilitado
115,,Union doble macho de 2 1/2,,,1,1,"73-122,9-547",,1,,125,Habilitado
116,,Union doble hembra de 2 1/2,,,1,1,"73-122,9-548",,1,,125,Habilitado
117,,Eductor de Foan de 1 1/2 unidad 485,,,1,1,"73-122,9-549",,1,,425,Habilitado
118,,Auto contenido o equipo de Eprac (incluye mascaria arnes y cilindro),,,1,1,"73-122,9-511",,1,,15000,Habilitado
119,,Arnes,,,1,1,"73-122,9-537",,1,,2500,Habilitado
120,,Cunas de metal unidad 637,,,1,1,"73-122,9-166",,1,,350,Habilitado
121,,Vehiculo tipo pick up unidad 544,JM7DFYOWW0140942,EEL469690,17,1,"73-1224,2-804",1999,1,,69154.6,Habilitado
122,,Vehiculo tipo camion unidad 485,3.76E+13,35201624011,18,1,"73-1224,2-806",1981,1,,55000,Habilitado
123,,Vehiculo tipo moto bomba unidad 637,TLD460323103,168257,19,1,"73-1224,2-802",1984,1,,50000,Habilitado
124,,Vehiculo tipo microbus unidad 1169,JTFJS02P7G5028391,,20,2,,2016,2,,,Habilitado
125,,Escritorio de Melamina de 2 gavetas (dar debaja por deterioro extremo),,,1,1,"73-1221,1-01",,1,,,Inhabilitado
126,,Escritorio de Melamina de 1 gaveta (dar de baja por deterioro extremo),,,1,1,"73-1221,1-01",,1,,,Inhabilitado
127,,Escritorio de Melamina de 3 gavetas,,,1,1,"73-1221,1-01",,1,,1600,Habilitado
128,,Telefono,,,2,1,"73-1221,1-11",KX-TS105LXW,1,,250,Habilitado
129,,Una estufa de 3 hornillas con cilindro de gas (dar de baja por deterioro),,,21,1,"73-1221,9-48",,1,Beige,,Inhabilitado
130,,Centro de Sala colo con 8 compartimientos,,,1,1,"73-1221,9-52",,1,Cafee,1000,Habilitado
131,AB0605002552,Refrigeradora,,,22,1,"73-1221,9-49",RM1700W,1,Blanco,700,Habilitado
132,,Bicicleta estacionaria (se solicita la baja del inventario por ser presta propiedad Donaldo Ayala),,,23,1,"73-1221,9-62",,1,,,Inhabilitado
133,,CPU,,,1,1,"73-1221,1-30",,1,Negro,,Habilitado
134,904NDWCQ087,Monitor,,,3,1,,FALTRAW1943,1,,,Habilitado
135,90201719,Mouse,,,24,1,,LM5035,1,,,Habilitado
136,9032872,Teclado,,,1,1,,K627,1,,,Habilitado
137,2.01E+12,bocinas (se solicita la baja del invetario por ser propiedad del Sr. Gustavo Arita esta prestada),,,25,1,,,1,,,Habilitado
138,542AG07AW394,Monitor,,,26,1,,presario 1400,1,,,Inhabilitado
139,3872C782,CPU Intel Inside Pentium II,,,26,1,,Desk Pro 5B,1,,,Inhabilitado
140,MX034410MQU88,Mouse,,,27,1,,IDO010XTK19,1,,,Inhabilitado
141,2.01E+13,Teclado,,,27,1,,IDO0110XTQ19,1,,,Inhabilitado
142,2F08 B09800,Bocinas,,,28,1,,,1,,,Inhabilitado
143,HKXC59230,Impresora Cannon Pixma IP1900 (propiedad de Gustavo Arita esta prestada),,,7,1,"73-1221,1-33",IP1900,1,,,Inhabilitado
144,HPXE45280,Impresora Cannon Pixma IP2700 (se da de baja por estar en mal estado),,,7,1,"73-1221,1-33",IP2700,1,,,Inhabilitado
145,54A014,Cortadora (Equipo entregado al Mayor Geovany Cordon seda de baja),,,30,1,"73-1223,7-151",,1,,"5,000.00",Inhabilitado
146,91J03,Quijada de la vida (Equipo entregado al Mayor Geovany Cordon seda de baja),,,30,1,"3-1223,7-355",,1,,"9,000.00",Inhabilitado
147,,Carretas de Mano (se da de baja por deterioro),,,1,1,"73-1223,7-208",,1,,,Inhabilitado
148,41362,Unidad de poder hidraulico (motor compresor) (seda de baja fue entre-,,,1,1,"73-1223,7-217",1.15E+18,1,,"15,000.00",Inhabilitado
149,62W009,Cilindro Hidraulico con juego de mangueras (entregado al Mayor Geovany Cordon),,,1,1,"73-1223,7-217",,1,,"8,000.00",Inhabilitado
150,,Llaves de copa de varias medidas,,,1,1,"73-1223,7-248",,1,,45,Habilitado
151,,Llaves Hexagonal,,,1,1,"73-1223,7-245",,1,,100,Habilitado
152,,Adaptador doble macho de 2 1/2 ( se da  debaja por extravio en servicio),,,1,1,"73-1223,7-156",,1,,,Inhabilitado
153,,Hacha hechiza unidad 637 (se da de baja por extravio en servicio),,,1,1,"73-1223,7-150",,1,,,Inhabilitado
154,,Hacha de Pico y filo unidad 637 (se da de baja por extravio en servicio),,,1,1,"73-1223,7-150",,1,,,Inhabilitado
155,,Hacha plana de pico unidad 485 (se da de baja por extravio en servicio),,,1,1,"73-1223,7-150",,1,,,Inhabilitado
156,,Llave de hidrante unidad 485 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-194",,1,,,Inhabilitado
157,,Llave de chucho de L unidad 925 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-158",,1,,,Inhabilitado
158,,Llave de chucho unidad 485 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-158",,1,,,Inhabilitado
159,,Llaves de chucho en cruz se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-236",,1,,,Inhabilitado
160,,Pala de zarpador unidad 485 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-155",,1,,,Inhabilitado
161,,Garfio de aluminio unidad 485 (se da de baja por destruccion en servicio),,,1,1,"73-1223,7-152",,1,,,Inhabilitado
162,,tricket con palanca unidad 371 se da de baja por Mal estado,,,1,1,"73-1223,7-157",,1,,,Inhabilitado
163,,tricket con palanca unidad 918 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-157",,1,,,Inhabilitado
164,,tricket con palanca se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-157",,1,,,Inhabilitado
165,,Llave Kellitul se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-216",,1,,,Inhabilitado
166,,Cincha de tension unidad 637 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-286",,1,,,Inhabilitado
167,,"tensores de 8"" unidad 637 se da de baja por inexistencia en inventario fisico",,,1,1,"73-1223,7-286",,1,,,Inhabilitado
168,,"estuche de herramienta (llave de chucho, 2 jaladores de remolque, llave de cola 12-14, 2 cuñas de metal, llave de chucho en L, llave de cola) unidad 371 se da de baja por inexistencia en inventario fisico",,,1,1,"73-1223,7-188",,1,,,Inhabilitado
169,,"Estuche de Herramienta (llave de chucho, 2 jaladores de remolque, llave de cola, llave de copa 13-16, llave de chuchos en L) unidad 918 se da de baja por inexistencia en inventario fisico",,,1,1,"73-1223,7-188",,1,,,Inhabilitado
170,,Barras de acero planas unidad 637 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-167",,1,,,Inhabilitado
171,,Corta frio unidad 637 (seda de baja por extravio en servicio),,,1,1,"73-1223,7-159",,1,,,Inhabilitado
172,,Corta frio (seda de baja por extravio en servicio),,,1,1,"73-1223,7-159",,1,,,Inhabilitado
173,,Camilla especial de rescate se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-359",,1,,,Inhabilitado
174,,Bomba de Agua se da de baja por estar en Mal Estado Fundida,,,31,1,"73-1222,6-300",ID840,1,,,Inhabilitado
175,,Manguera de 1 1/2 de acople en espiral se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-507",,1,,,Inhabilitado
176,,"Piton de 1"" con selector fuera de servicio por Mal Estado",,,1,1,"73-122,9-527",,1,,600,Habilitado
177,,Piton de 1 1/2 con selector tipo pistola fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,550,Habilitado
178,,Piton de 2 1/2 tipo basuca unidad 637 fuera de servicio por Mal Estado,,,1,1,"73-122,9-528",,1,,"1,900.00",Habilitado
179,,Piton de 1 1/2 con selector unidad 485 fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
180,,Piton de 1 1/2 con selector tipo pistola fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
181,,Piton con llave de control tipo pistola fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,750,Habilitado
182,,Piton de 1 1/2 con llave de control tipo pistola unidad 485 fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
183,,Piton 1 1/2 con selector Fozz Noggle fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
184,,Y unidad 485 fuera de servicio por Mal Estado,,,1,1,"73-122,9-526",,1,,500,Habilitado
185,,Monitor con Piton de control de  1 1/2 fuera de servicio por Mal Estado,,,1,1,"73-122,9-534",,1,,950,Habilitado
186,,Monitor con 4 salidas fuera de servicio por Mal Estado,,,1,1,"73-122,9-534",,1,,800,Habilitado
187,,Punta de monitor con 4 salidas fuera de servicio por Mal Estado,,,1,1,"73-122,9-534",,1,,400,Habilitado
188,,Reducidor de 2 1/2 a 1 1/2 con llave de control  fuera de servicio por Mal Estado,,,1,1,"73-122,9-535",,1,,450,Habilitado
189,,Reducidor de 2 1/2 a 1 1/2  fuera de servicio por Mal Estado,,,1,1,"73-122,9-535",,1,,300,Habilitado
190,,Manguera de alta presion unidad 485 se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-500",,1,,,Habilitado
191,,Mangueras de 2 1/2 `por 20 se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
192,,Mangueras de 2 1/2 por 10 se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
193,,Mangujera de 2 1/2 pot 10 con rosca se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
194,,Mangueras de 1 1/2 por 10 con rosca se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
195,,Escalera de aluminio de 12 pies se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-541",,1,,,Habilitado
196,,Mangueras de 1 1/2 de 50 pies ( se da debaja 4 por estar en mal estado),,,1,1,"73-122,9-507",,1,,"1,000.00",Habilitado
197,,Motocicleta (se solicita la baja por ser propiedad de Ana Maria Mendez Galindo la cual se encuentra prestada),LC6PAGA16B0813899,1F50FNG1C97812,32,1,"73-1224,5-700",AX100,1,,,Inhabilitado
198,,Vehiculo tipo ambulacia unidad 371 (se solicita baja por ser propiedad de Donaldo Ayala Pérez),JFTJS02PX80012619,2KDH202L,20,1,"73-1224,2-800",2008,1,,,Inhabilitado
199,,Vehiculo tipo ambulacia unidad 918 (se solicita baja por ser propiedad de Donaldo Ayala Pérez),JFTJS02P790017505,2KD1902820,20,1,"73-1224,2-800",2009,1,,,Inhabilitado
200,,Vehiculo tipo pick up unidad 925 (se solicita baja por ser propiedad de Donaldo Ayala Pérez),IMBENKB409D04,4D56UCBN3521,34,1,"73-1224,2-804",2009,1,,,Inhabilitado
201,1145,Cortadora,,,35,1,,,1,,,Inhabilitado
202,2787,Quijada de la vida C465R52,,,35,1,,,1,,,Inhabilitado
203,2,"Unidad de poder hidraulico (Motor Compresor), C465A51",,,36,1,,,1,,,Inhabilitado
204,J03,"Unidad de poder hidraulico portatil (Motor Compresor), C465R10G",,,35,1,,,1,,,Inhabilitado
205,2113,"Barras Hidraulicas (peq. C465A56 Serie 722, med. C465R108 Serie 2113 gde. C465A57 Serie 539 cambio por equipo Holmatro dado a nuestra compañia y debaja por ser entregado.",,,35,1,,,1,,,Inhabilitado
